 0.58640021,-0.88770991
 0.77870137,-0.71855706
 0.90016837,-0.72176760
 0.59466693,-0.66039377
 0.90625410,-0.52085083
 0.94450450,-0.39196301
 0.86330897,-0.22529353
 0.88922014,-0.40761440
 0.90665987,-0.10853469
 0.88936543,-0.32264721
 0.94189375,-0.07809815
 0.89695165, 0.17484220
 0.92224616,-0.01950389
 1.00528999,-0.01889628
 1.08966162, 0.11120400
 0.97346838, 0.35311024
 0.92013520, 0.12425757
 0.86286480, 0.43663914
 0.84909525, 0.49331880
 1.14939087, 0.45303469
 0.89248075, 0.47737844
 0.79765561, 0.48648520
 0.76684231, 0.54853637
 0.81769680, 0.70076944
 0.66003534, 0.89110668
 0.53925910, 0.71406753
 0.69341636, 0.63266776
 0.48282319, 0.73853892
 0.53051825, 0.87255038
 0.38309429, 0.84736601
 0.52961717, 0.89002836
 0.31280301, 0.91581301
 0.22891242, 0.81675415
 0.18799254, 0.95385743
 0.01249245, 1.06952016
-0.00479745, 1.06347308
-0.16993689, 1.05384385
-0.15012717, 0.95959835
-0.10948629, 0.97763092
-0.19034675, 0.87016023
-0.06191673, 0.97305333
-0.37598993, 0.98862467
-0.41581553, 1.11447973
-0.41813758, 1.02093429
-0.54770260, 0.84434057
-0.60147131, 0.89889666
-0.66962939, 0.71577589
-0.73607722, 0.87954462
-0.71273228, 0.84825012
-0.75679178, 0.91921849
